,product_name,selling_price,actual_price,average_rating,rating_and_rivew,ram,SSD,processor,operating_system,exchange_offer,display_size
233,MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,"₹1,06,990","₹1,45,990",4.5,161 Ratings & 27 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
234,acer Swift X Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) SFX14-41G Thin a...,"₹99,990","₹1,39,999",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display
235,ASUS Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050)...,"₹99,990","₹1,42,990",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Display
236,HP Pavilion Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv1029TU Thin and Light Laptop,"₹99,500","₹1,00,168",0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Display
237,Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga Slim 7 14ITL05b ...,"₹96,990","₹1,04,033",4.4,18 Ratings & 2 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display
238,ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹95,990","₹1,15,990",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
239,ASUS Ryzen 7 Octa Core 7th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX NVID...,"₹95,000","₹1,45,000",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor (7th Gen),Windows 10 Operating System,Bank Offer,34.04 cm (13.4 inch) Touchscreen Display
240,HP HP Envy Ryzen 7 Octa Core 4700U - (16 GB/1 TB SSD/Windows 10 Home) 13-ay0508au Thin and Light Lapto...,"₹92,990","₹1,12,671",3.7,3 Ratings & 0 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display
241,MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,"₹92,990","₹1,17,990",4.4,291 Ratings & 37 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inches) Display
242,ASUS TUF Gaming F15 (2021) Core i5 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,"₹92,990","₹1,24,990",0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
243,ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen - (16 GB/1 TB SSD/Windows 10 Ho...,"₹92,900","₹1,37,990",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor (5th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
244,MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,"₹91,990","₹1,23,990",4.4,771 Ratings & 94 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
245,HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) EG2039TU Thin and Light Laptop,"₹87,490","₹1,00,687",0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
246,HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Lapt...,"₹79,490","₹1,03,808",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,33.78 cm (13.3 Inch) Display
247,Lenovo Ideapad 5 Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) IdeaPad 5 Pro 14ACN6 Thin ...,"₹78,990","₹1,17,290",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Display
248,Avita Liber Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) NS14A8INR671-PAG Thin and Light Laptop,"₹51,990","₹83,390",3.8,229 Ratings & 53 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display
249,HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti...,"₹1,18,490","₹1,38,399",0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,0,40.89 cm (16.1 Inch) Display
250,ASUS Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 ...,"₹1,14,990","₹1,49,990",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,0,35.56 cm (14 inch) Display
251,ASUS Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX GeFor...,"₹1,14,990","₹1,49,990",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,35.56 cm (14 Inch) Display
252,HP OMEN Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/AMD Radeon RX 6600M) 16-C0140AX Gami...,"₹1,25,500","₹1,39,999",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 inch) Display
253,ASUS Vivobook Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M7600QC-L2044W...,"₹1,24,990","₹1,62,990",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,40.64 cm (16 inch) Display
254,ASUS ASUS TUF Dash Series Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFo...,"₹1,19,980","₹1,75,000",0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
255,ASUS Ryzen 9 Octa Core 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX RTX...,"₹1,31,990","₹2,10,990",0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor (11th Gen),Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display
256,acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹1,29,999",0,0,0,16 GB DDR4 RAM,1 TB HDD|512 GB SSD,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
257,acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,12,990","₹1,40,990",4.5,388 Ratings & 62 Reviews,16 GB DDR4 RAM,1 TB HDD|512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
258,acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,"₹96,990","₹1,49,999",4.5,272 Ratings & 42 Reviews,16 GB DDR4 RAM,1 TB HDD|512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
259,MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,"₹1,32,490","₹1,45,990",4.5,730 Ratings & 107 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange","15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)"
260,DELL Inspiron Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,"₹1,04,697",0,4.5,79 Ratings & 24 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i7 Processor (7th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
261,acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graph...,"₹99,990","₹1,49,999",4.5,"1,412 Ratings & 194 Reviews",16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Octa Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
262,acer Predator Helios 300 Core i5 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹94,990","₹1,30,990",4.6,983 Ratings & 136 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
263,acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA...,"₹94,990","₹1,19,990",4.4,397 Ratings & 55 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
264,acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA...,"₹89,990","₹1,29,990",4.5,270 Ratings & 48 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
265,acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,"₹80,990","₹1,19,900",4.4,248 Ratings & 38 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
266,HP Pavilion Gaming Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/...,"₹76,490","₹93,565",4.5,"1,270 Ratings & 134 Reviews",16 GB DDR4 RAM,1 TB HDD|256 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
267,ASUS VivoBook K15 OLED (2021) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L5...,"₹67,990","₹1,00,990",4.3,392 Ratings & 57 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
268,ASUS Vivobook Gaming Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹65,990","₹97,990",4.3,72 Ratings & 8 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
269,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L5...,"₹65,990","₹1,01,468",4.6,30 Ratings & 8 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
270,ASUS VivoBook Ultra 15 Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-BQ563TS T...,"₹63,990","₹81,990",4.3,112 Ratings & 17 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
271,acer Travelmate Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Thin...,"₹62,490","₹85,000",3.6,9 Ratings & 0 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display
272,ASUS Core i7 11th Gen - (16 GB/1 TB HDD/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ?RTX3050...,"₹1,04,990","₹1,69,990",0,0,16 GB DDR4 RAM,1 TB HDD|1 TB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
273,Lenovo Ideapad 520 Core i5 8th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) 520-15IKB Laptop,"₹87,949","₹89,000",5,2 Ratings & 1 Reviews,16 GB DDR4 RAM,2 TB HDD,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
274,ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049...,"₹1,36,990","₹1,79,990",0,0,16 GB DDR5 RAM,512 GB SSD,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,0,34.04 cm (13.4 inch) Touchscreen Display
275,DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G...,"₹1,27,990","₹1,64,987",0,0,16 GB DDR5 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,"No Cost EMI from ₹10,666/month",39.62 cm (15.6 Inch) Display
276,ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹1,16,990","₹1,37,990",3.3,3 Ratings & 1 Reviews,16 GB DDR5 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,"No Cost EMI from ₹9,750/month",39.62 cm (15.6 inch) Display
277,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹1,11,990","₹1,32,990",0,0,16 GB DDR5 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 Inch) Display
278,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹1,06,990","₹1,32,990",0,0,16 GB DDR5 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
279,DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,"₹1,04,990","₹1,31,067",3.7,3 Ratings & 0 Reviews,16 GB DDR5 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,"No Cost EMI from ₹8,750/month",39.62 cm (15.6 Inch) Display
280,DELL G15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G...,"₹98,000","₹1,12,800",4.5,4 Ratings & 1 Reviews,16 GB DDR5 RAM,512 GB SSD,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
281,ASUS TUF Gaming F17 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹94,990","₹1,13,990",0,0,16 GB DDR5 RAM,512 GB SSD,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 Inch) Display
282,MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,"₹2,59,990","₹2,79,990",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
283,acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,89,990","₹1,99,999",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
284,ASUS ROG Zephyrus M16 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) GU603ZM...,"₹1,79,990","₹2,27,990",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,40.64 cm (16 Inch) Display
285,acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,74,990","₹1,94,999",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
286,ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX RTX 3070 8GB ...,"₹1,64,990","₹1,88,990",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
287,HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) 16-B1361TX Laptop,"₹1,55,490",0,0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 inch) Display
288,acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,54,990","₹1,79,999",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
289,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,"₹1,48,990","₹1,82,990",0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
290,ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,46,990","₹1,73,990",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
291,HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) 16-B1351TX Laptop,"₹1,44,128",0,0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 inch) Display
292,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,"₹1,43,990","₹1,76,990",0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
293,ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,42,990","₹1,69,990",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
294,ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,37,990","₹1,63,990",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 inch) Display
295,ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹1,25,990","₹1,53,990",0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,43.94 cm (17.3 Inch) Display
296,ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,23,990","₹1,47,990",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,0,43.94 cm (17.3 Inch) Display
297,ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹1,16,990","₹1,43,990",0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 Inch) Display
298,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹1,14,990","₹1,45,990",0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
299,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹1,12,990","₹1,42,990",4.8,9 Ratings & 3 Reviews,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 Inch) Display
300,ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹1,16,990","₹1,43,990",0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,43.94 cm (17.3 Inch) Display
301,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹1,14,990","₹1,45,990",0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,0,39.62 cm (15.6 Inch) Display
302,ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹1,25,990","₹1,53,990",0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 Inch) Display
303,ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,23,990","₹1,47,990",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 Inch) Display
304,HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) 16-B1351TX Laptop,"₹1,29,980","₹1,49,999",0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 inch) Display
305,HP Spectre Folio Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ak1004TU 2 in 1 Laptop,"₹2,39,759",0,0,0,16 GB LPDDR3 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,33.78 cm (13.3 inch) Touchscreen Display
306,Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) ThinkPad X1 Carbon Thin and Light Laptop,"₹2,05,000","₹2,14,760",0,0,16 GB LPDDR3 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display
307,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,"₹2,33,990",0,0,0,16 GB LPDDR3 RAM,2 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display
308,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,"₹1,67,990","₹2,02,990",0,0,16 GB LPDDR3 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display
